publishedAt,title,viewCount
2019-08-26T03:00:02Z,劇場版「BanG Dream! FILM LIVE」予告【Pastel＊Palettes編】30秒｜2019年9月13日（金）全国ロードショー,90587
2019-08-26T03:00:00Z,劇場版「BanG Dream! FILM LIVE」予告【Pastel＊Palettes編】15秒｜2019年9月13日（金）全国ロードショー,302028
2019-08-25T03:00:05Z,劇場版「BanG Dream! FILM LIVE」予告【Afterglow編】15秒｜2019年9月13日（金）全国ロードショー,233796
2019-08-25T03:00:01Z,劇場版「BanG Dream! FILM LIVE」予告【Afterglow編】30秒｜2019年9月13日（金）全国ロードショー,68220
2019-08-24T03:00:05Z,劇場版「BanG Dream! FILM LIVE」予告【Poppin'Party編】15秒｜2019年9月13日（金）全国ロードショー,306261
2019-08-24T03:00:02Z,劇場版「BanG Dream! FILM LIVE」予告【Poppin'Party編】30秒｜2019年9月13日（金）全国ロードショー,60576
2019-08-23T08:00:01Z,【アニサマ】グッズ紹介動画 パート３【Poppin'Party】,21173
2019-08-22T10:00:11Z,「BanG Dream! FILM LIVE」劇中歌コレクション CM,55206
2019-08-22T06:05:38Z,『からくりピエロ』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,194235
2019-08-21T10:00:14Z,Pastel＊Palettes 5th Single「きゅ～まい＊flower」CM,49489
2019-08-20T08:00:00Z,【アニサマ】グッズ紹介動画 パート２【Roselia】,36786
2019-08-17T03:00:05Z,Poppin'Party Fan Meeting Tour 2019!　チケット一般発売CM,25288
2019-08-16T09:30:00Z,【フェス出演！】RAISE A SUILEN「阿蘇ロックフェスティバル」出演記念コメントムービー,32598
2019-08-16T08:00:00Z,【アニサマ】グッズ紹介動画 パート１【RAISE A SUILEN】,24496
2019-08-11T13:25:30Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第27回,308870
2019-08-07T12:00:02Z,『月刊ブシロード』2019年9月号は8月8日(木)発売！,9640
2019-08-06T10:00:02Z,ハロー、ハッピーワールド！5th Single「えがお･シング･あ･ソング」CM,51188
2019-08-05T10:00:06Z,【CHU²からRoseliaへの挑戦状】「Rausch und/and Craziness」開催告知,432229
2019-08-05T04:16:51Z,【商品紹介】Roselia カップ＆ソーサー/紅茶缶を相羽あいなさん（Roselia 湊友希那役）が紹介！,57196
2019-08-03T13:57:48Z,バンドリ！TV LIVE #25,97228
2019-07-30T09:02:24Z,【@KADOKAWAanimeコラボ動画 】愛美が見守る中、作曲者オーイシマサヨシがガルパをプレイしたらとんでもないことに…,311704
2019-07-27T15:10:43Z,バンドリ！TV LIVE #24,102465
2019-07-26T08:00:05Z,【コミックマーケット96】グッズ紹介動画 Part2,15595
2019-07-26T03:00:28Z,『ミュージック・アワー』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,199261
2019-07-22T10:00:06Z,【公式】Poppin'Party「Dreamers Go!」ライブFull映像【Poppin'Party×SILENT SIREN 「NO GIRL NO CRY」DAY1】,2675112
2019-07-22T03:00:02Z,Roselia 単独ライブ「Flamme」/「Wasser」ライブ・ビューイング　チケット一般発売CM,42823
2019-07-20T15:05:35Z,バンドリ！TV LIVE #23,84879
2019-07-19T03:02:15Z,『上海ハニー』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,215164
2019-07-17T08:08:39Z,バンドリ！夏の大発表会 2019,103234
2019-07-17T08:00:09Z,【コミックマーケット96】グッズ紹介動画,38583
2019-07-16T08:37:27Z,【WS】ヴァイスシュヴァルツの遊び方【Poppin'Party】,27203
2019-07-16T01:00:02Z,Roselia 単独ライブ「Flamme」/「Wasser」チケット一般発売CM,50526
2019-07-15T10:00:27Z,【公式】Roselia「BRAVE JEWEL」ライブFull映像【Poppin'Party×SILENT SIREN 「NO GIRL NO CRY」DAY1】,3789809
2019-07-13T13:57:42Z,バンドリ！TV LIVE #22,153590
2019-07-12T10:00:17Z,Poppin'Party×SILENT SIREN「NO GIRL NO CRY」CM,43643
2019-07-12T03:30:44Z,『青い栞』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,164258
2019-07-09T03:06:26Z,『海色』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,376621
2019-07-08T10:00:09Z,【公式】RAISE A SUILEN「EXPOSE ‘Burn out!!!’」ライブFull映像【Poppin'Party×SILENT SIREN 「NO GIRL NO CRY」DAY2】,5615610
2019-07-08T09:00:00Z,「BanG Dream! FILM LIVE」プレミア先行上映イベント 来場者インタビュー,43949
2019-07-06T15:10:38Z,バンドリ！TV LIVE #21,117683
2019-07-06T09:00:09Z,RAISE A SUILEN「Heaven and Earth」ライブ・ビューイング一般発売CM,23308
2019-07-05T09:00:08Z,【弾き語り動画】@KADOKAWAanime コラボ動画！オーイシマサヨシと愛美がPoppin'Party 7th Single『Time Lapse』をセッション！本邦初公開！,272232
2019-07-04T09:00:00Z,KADOKAWAanimeチャンネルコラボ予告編！ オーイシマサヨシと愛美がYouTube Space Tokyoで出会ったら…！,39096
2019-06-30T14:13:39Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第26回,198802
2019-06-29T15:08:56Z,バンドリ！TV LIVE #20,119630
2019-06-29T01:00:01Z,RAISE A SUILEN「Heaven and Earth」チケット一般発売CM,23042
2019-06-24T09:00:00Z,Roselia 9th Single「FIRE BIRD」CM,109253
2019-06-22T15:10:24Z,バンドリ！TV LIVE #19,91773
2019-06-19T05:12:52Z,『恋愛裁判』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,323034
2019-06-19T03:00:02Z,RAISE A SUILEN 3rd Single「Invincible Fighter」CM,44920
2019-06-16T01:00:02Z,劇場版「BanG Dream! FILM LIVE」予告｜2019年9月13日（金）全国ロードショー,768476
2019-06-15T15:09:47Z,バンドリ！TV LIVE #18,95918
2019-06-09T06:54:57Z,RAISE A SUILENのRADIO R･I･O･T 出張版（ガルパーティ！2019 in池袋）,226187
2019-06-09T05:28:33Z,バンドリ！ガルパラジオ with Afterglow 出張版（ガルパーティ！2019 in池袋）,257100
2019-06-08T15:10:35Z,バンドリ！TV LIVE #17,124783
2019-06-08T11:00:05Z,「月刊ブシロード2019年7月号」発売中！,6422
2019-06-08T07:40:20Z,第2回ガルパ杯 決勝（ガルパーティ！2019 in池袋）,623420
2019-06-08T07:03:22Z,第2回ガルパ杯 準決勝（ガルパーティ！2019 in池袋）,239009
2019-06-08T05:13:24Z,ポッピンラジオ！×RADIO SHOUT! スペシャルコラボステージ in ガルパーティ！2019,328285
2019-06-07T13:24:36Z,【ガルスタ祭】開催直前生放送！工藤晴香さん＆小山百代さんが展示・アトラクションをご紹介！,36289
2019-06-06T03:04:00Z,『ディスカバリー！』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,215041
2019-06-05T01:30:00Z,「月刊ブシロード2019年7月号」2019年6月8日(土)発売！,8616
2019-06-01T15:24:25Z,バンドリ！TV LIVE #16,166558
2019-06-01T01:00:04Z,CharaExpo USA 2019 message from Roselia,64593
2019-05-31T10:00:04Z,【道順案内②】池袋･サンシャインシティまでの道のり［東池袋駅編］【ガルスタ祭】,18233
2019-05-31T10:00:01Z,【道順案内①】池袋･サンシャインシティまでの道のり［池袋サンシャイン60通り編］【ガルスタ祭】,27627
2019-05-31T03:00:03Z,【試聴動画】Roselia 9th Single「FIRE BIRD」(7/24発売!!),956179
2019-05-30T03:04:10Z,『春擬き』Pastel＊Palettes (難易度：EXPERT)【ガルパ プレイ動画】,212032
2019-05-27T02:46:22Z,Poppin’Party×SILENT SIREN 対バンライブ「NO GIRL NO CRY」来場者インタビュー,58625
2019-05-25T15:17:10Z,バンドリ！TV LIVE #15,111367
2019-05-24T13:19:56Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第25回,199085
2019-05-24T07:30:00Z,神バディファイト「BanG Dream! ガルパ☆ピコ」CM,19783
2019-05-24T03:00:04Z,コミック版バンドリ！最新４巻 発売中！,6550
2019-05-23T09:07:55Z,【Roselia】「ガルパーティ！＆スタリラ祭 2019 in池袋」グッズ紹介ムービー,34752
2019-05-23T09:05:21Z,Poppin'Party 14th Single「Dreamers Go!/Returns」CM,17907
2019-05-18T13:57:48Z,バンドリ！TV LIVE #14,108740
2019-05-16T12:53:33Z,コミック版バンドリ！最新４巻 2019年5月24日(金)発売！,13150
2019-05-12T03:06:32Z,『チェリボム』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,278459
2019-05-11T15:11:48Z,バンドリ！TV LIVE #13,120855
2019-05-10T11:45:09Z,「月刊ブシロード2019年6月号」CM,10094
2019-05-09T10:31:04Z,『午夜の待ち合わせ』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,267694
2019-05-04T10:00:15Z,【Poppin'Partyコメント付き特別編集版】Poppin’Party×SILENT SIREN「NO GIRL NO CRY」MV,582370
2019-05-03T03:00:00Z,【試聴動画】Afterglow 5th Single「ON YOUR MARK」(10/23発売!!),171175
2019-04-27T03:00:10Z,【Poppin’Party】「NO GIRL NO CRY」音楽配信サイトにて好評配信中！【SILENT SIREN】,122222
2019-04-27T03:00:06Z,【コラボ動画】戸山香澄と愛城華恋がファミリーマートで出会ったら…!?ガルパ・スタリラステッカー付き特別デザインパッケージ Google Play ギフトカード 発売記念動画,20058
2019-04-26T03:00:02Z,【試聴動画】Pastel＊Palettes 5th Single「きゅ～まい＊flower」(9/18発売!!),224813
2019-04-25T07:54:17Z,【大塚紗英＆富田麻帆】アニメYouTube一挙配信記念生配信アーカイブ,18860
2019-04-25T03:00:21Z,『ときめきポポロン♪』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,202603
2019-04-24T03:00:55Z,『ノーポイッ！』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,265501
2019-04-23T03:01:01Z,『Daydream café』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,323202
2019-04-19T09:00:04Z,【Poppin'Party】「NO GIRL NO CRY」MV　Poppin'Party Ver.ティザー【SILENT SIREN】,294237
2019-04-19T09:00:00Z,【SILENT SIREN】「フジヤマディスコ」（2017.11.14）【「NO GIRL NO CRY」配信記念相互ライブ映像公開】,172893
2019-04-19T08:01:42Z,『緋色の空』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,190910
2019-04-19T05:46:47Z,【朗読】「コミック版 バンドリ！」全巻振り返り＆最新巻朗読！,17061
2019-04-19T03:00:05Z,【特別先行受付中！】Poppin'Party×SILENT SIREN対バンライブ「NO GIRL NO CRY」,52458
2019-04-18T04:00:00Z,【試聴動画】RAISE A SUILEN 3rd Single「Invincible Fighter」(6/19発売!!),298466
2019-04-12T13:14:29Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第24回,175757
2019-04-12T03:00:01Z,【試聴動画】ハロー、ハッピーワールド！5th Single「えがお･シング･あ･ソング」(8/21発売!!),275420
2019-04-09T09:00:08Z,【公式】RAISE A SUILEN「A DECLARATION OF ×××」ライブFull映像【BanG Dream! 7th☆LIVE】,5155469
2019-04-08T03:00:00Z,「月刊ブシロード2019年5月号」CM,10041
2019-04-03T03:00:08Z,【試聴動画】Poppin'Party 14th Single 「Dreamers Go!/Returns」(5/15発売!!),321193
2019-03-30T03:00:12Z,『StaRt』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,210824
2019-03-28T14:37:42Z,劇場版「BanG Dream! FILM LIVE」2019年9月公開！,253537
2019-03-28T14:06:13Z,バンドリ！TV LIVE #12,197078
2019-03-27T05:16:16Z,【次回予告】アニメ「BanG Dream! 2nd Season」#13（Web Ver.）,149334
2019-03-22T01:38:19Z,【ガルパ】ブシロードブース グッズ紹介！【AnimeJapan 2019 お知らせ第2弾】,29773
2019-03-21T14:08:08Z,バンドリ！TV LIVE #11,228950
2019-03-19T09:09:29Z,【次回予告】アニメ「BanG Dream! 2nd Season」#12（Web Ver.）,133313
2019-03-19T03:14:17Z,Poppin'Party×SILENT SIREN 対バンライブ「NO GIRL NO CRY」チケット先行抽選実施中CM,49793
2019-03-18T07:48:51Z,【ガルパ】ブシロード大抽選会【AnimeJapan 2019 お知らせ第1弾】,23933
2019-03-16T12:56:23Z,ガルパ特番 〜ありがとう、みんなのおかげで 2周年！生放送SP〜,737670
2019-03-16T03:00:07Z,大和麻弥(CV.中上育実) Pastel＊Palettes【ガルパ 自己紹介動画】,42675
2019-03-16T03:00:06Z,羽沢つぐみ(CV.金元寿子) Afterglow【ガルパ 自己紹介動画】,30803
2019-03-16T03:00:05Z,奥沢美咲(CV.黒沢ともよ) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,66146
2019-03-16T03:00:05Z,戸山香澄(CV.愛美) Poppin'Party【ガルパ 自己紹介動画】,40325
2019-03-16T03:00:05Z,今井リサ(CV.中島由貴) Roselia【ガルパ 自己紹介動画】,44280
2019-03-16T03:00:04Z,氷川日菜(CV.小澤亜李) Pastel＊Palettes【ガルパ 自己紹介動画】,37056
2019-03-16T03:00:04Z,若宮イヴ(CV.秦佐和子) Pastel＊Palettes【ガルパ 自己紹介動画】,35241
2019-03-16T03:00:04Z,上原ひまり(CV.加藤英美里) Afterglow【ガルパ 自己紹介動画】,26966
2019-03-16T03:00:03Z,丸山彩(CV.前島亜美) Pastel＊Palettes【ガルパ 自己紹介動画】,53950
2019-03-16T03:00:03Z,瀬田薫(CV.田所あずさ) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,22596
2019-03-16T03:00:03Z,花園たえ(CV.大塚紗英) Poppin'Party【ガルパ 自己紹介動画】,23857
2019-03-16T03:00:02Z,青葉モカ(CV.三澤紗千香) Afterglow【ガルパ 自己紹介動画】,64530
2019-03-16T03:00:02Z,バンドリ！ ガールズバンドパーティ！ プロモーションビデオ,30156
2019-03-16T03:00:02Z,宇田川あこ(CV.櫻川めぐ) Roselia【ガルパ 自己紹介動画】,29462
2019-03-16T03:00:02Z,白鷺千聖(CV.上坂すみれ) Pastel＊Palettes【ガルパ 自己紹介動画】,26681
2019-03-16T03:00:02Z,ミッシェル(CV.黒沢ともよ) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,56251
2019-03-16T03:00:02Z,美竹蘭(CV.佐倉綾音) Afterglow【ガルパ 自己紹介動画】,57409
2019-03-16T03:00:01Z,湊友希那(CV.相羽あいな) Roselia【ガルパ 自己紹介動画】,31925
2019-03-16T03:00:01Z,北沢はぐみ(CV.吉田有里) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,23457
2019-03-16T03:00:01Z,市ヶ谷有咲(CV.伊藤彩沙) Poppin'Party【ガルパ 自己紹介動画】,33799
2019-03-16T03:00:01Z,松原花音(CV.豊田萌絵) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,24074
2019-03-16T03:00:00Z,氷川紗夜(CV.工藤晴香) Roselia【ガルパ 自己紹介動画】,29804
2019-03-16T03:00:00Z,牛込りみ(CV.西本りみ) Poppin'Party【ガルパ 自己紹介動画】,21034
2019-03-16T03:00:00Z,白金燐子(CV.志崎樺音) Roselia【ガルパ 自己紹介動画】,66199
2019-03-16T03:00:00Z,宇田川巴(CV.日笠陽子) Afterglow【ガルパ 自己紹介動画】,21926
2019-03-16T03:00:00Z,山吹沙綾(CV.大橋彩香) Poppin'Party【ガルパ 自己紹介動画】,23471
2019-03-16T03:00:00Z,弦巻こころ(CV.伊藤美来) ハロー、ハッピーワールド！【ガルパ 自己紹介動画】,45917
2019-03-15T14:53:02Z,【2周年記念ムービー】第6弾！〜CiRCLE編〜,36805
2019-03-15T14:30:55Z,「バンドリ！ ガールズバンドパーティ！」紹介動画,195563
2019-03-15T07:11:25Z,「バンドリ！ ガールズバンドパーティ！」2周年記念CM,51783
2019-03-15T04:00:11Z,『檄！帝国華撃団』Poppin'Party×彩×こころ(難易度：EXPERT)【ガルパ プレイ動画】,365517
2019-03-15T02:53:33Z,バンドリ！ ガールズバンドパーティ！　メインストーリー2章予告PV,113724
2019-03-14T14:55:43Z,第5弾！〜ハロー、ハッピーワールド！編〜,28019
2019-03-14T14:04:32Z,バンドリ！TV LIVE #10,183691
2019-03-13T14:50:15Z,第4弾！〜Roselia編〜,46280
2019-03-13T03:08:03Z,『革命デュアリズム』Roselia×蘭(難易度：EXPERT)【ガルパ プレイ動画】,437543
2019-03-12T14:48:49Z,第3弾！〜Pastel＊Palettes編〜,38880
2019-03-12T09:00:05Z,【次回予告】アニメ「BanG Dream! 2nd Season」#11（Web Ver.）,130462
2019-03-12T06:00:00Z,「ガルパーティ！＆スタリラ祭 2019 in池袋」CM,60587
2019-03-11T14:52:10Z,第2弾！〜Afterglow編〜,51990
2019-03-10T14:48:50Z,第1弾！〜Poppin'Party編〜,79334
2019-03-08T10:20:35Z,【ありがとうございました♪】TOKYO MX presents 「BanG Dream! 7th☆LIVE」DAY3:Poppin’Party 「Jumpin' Music♪」,57778
2019-03-07T14:26:49Z,バンドリ！TV LIVE #09,183569
2019-03-06T13:44:50Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 2周年直前スペシャル！,488890
2019-03-06T01:45:01Z,【次回予告】アニメ「BanG Dream! 2nd Season」#10（Web Ver.）,173952
2019-03-01T10:13:39Z,Poppin’Party×SILENT SIREN 対バンライブ「NO GIRL NO CRY」告知動画,61463
2019-03-01T09:00:10Z,【試聴動画】Poppin'Party 新曲「NO GIRL NO CRY」【Poppin’Party×SILENT SIREN 対バンライブ開催決定！】,144781
2019-03-01T06:16:50Z,「月刊ブシロード2019年4月号」CM,13901
2019-02-28T15:00:03Z,「BanG Dream! ガルパ☆ピコ」アンソロジーコミック CM,33095
2019-02-28T14:08:12Z,バンドリ！TV LIVE #08,216099
2019-02-27T03:10:40Z,『Baby Sweet Berry Love』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,223860
2019-02-26T09:00:04Z,【次回予告】アニメ「BanG Dream! 2nd Season」#9（Web Ver.）,169485
2019-02-25T11:58:45Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 特別版　ガルパ杯新情報発表回,117146
2019-02-25T01:30:01Z,相羽あいなのスケールフィギュア紹介動画！,113819
2019-02-23T11:32:05Z,【特報！】Poppin'Party×SILENT SIREN対バンライブ「NO GIRL NO CRY」開催発表VTR,220856
2019-02-22T04:06:25Z,ESP×BanG Dream! ESPモデルのニューバージョン発売決定！ 15秒(CM)篇,73581
2019-02-21T13:39:04Z,バンドリ！TV LIVE #07,158287
2019-02-20T09:00:02Z,「バンドリ！ ガールズバンドパーティ！ カバーコレクション Vol.2」CM,111286
2019-02-20T06:00:49Z,History of RAS,273895
2019-02-19T09:35:45Z,【次回予告】アニメ「BanG Dream! 2nd Season」#8（Web Ver.）,158475
2019-02-19T01:46:48Z,ESP学園×バンドリ！2期CM 15秒,55834
2019-02-14T14:06:53Z,バンドリ！TV LIVE #06,209804
2019-02-13T09:30:02Z,【RAISE A SUILEN(ゲスト:前島亜美)】ライブ映像「もういちど ルミナス」【THE THIRD(仮) 2nd ライブ】,2868744
2019-02-13T09:30:00Z,【Poppin'Party】ライブ映像「STAR BEAT!～ホシノコドウ～ Acoustic Ver.」【BanG Dream! 5th☆LIVE】,999688
2019-02-12T09:00:08Z,【次回予告】アニメ「BanG Dream! 2nd Season」#7（Web Ver.）,122375
2019-02-12T03:00:04Z,『コミック版 BanG Dream! バンドリ』ほか、月刊ブシロード連載コミックスが電子書籍に！,7328
2019-02-12T03:00:00Z,『コミック版 BanG Dream! バンドリ』単行本も好評発売中!!,8388
2019-02-11T03:30:02Z,【6タイトル同時リリース！】2月20日(水)発売最新Single 開封動画,43062
2019-02-09T03:20:34Z,『オトモダチフィルム』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,222675
2019-02-09T03:00:00Z,「月刊ブシロード2019年3月号」CM,16826
2019-02-08T06:00:02Z,1/7スケールフィギュア 湊友希那 from Roselia　予約受付中！！,43460
2019-02-07T14:55:31Z,バンドリ！TV LIVE #05,225509
2019-02-05T09:08:46Z,【次回予告】アニメ「BanG Dream! 2nd Season」#6（Web Ver.）,141227
2019-02-03T03:00:52Z,『夜行性ハイズ』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,240882
2019-01-31T14:09:41Z,バンドリ！TV LIVE #04,266509
2019-01-30T03:11:18Z,『らしさ』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,239985
2019-01-30T01:00:00Z,「BanG Dream！×dヒッツ公開収録イベント」トーク音源配信開始！告知動画（愛美&相羽あいな）,25674
2019-01-29T09:24:41Z,【次回予告】アニメ「BanG Dream! 2nd Season」#5（Web Ver.）,136258
2019-01-28T13:15:14Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第21回,202262
2019-01-28T06:00:01Z,RAISE A SUILEN「A DECLARATION OF ×××」＆ Afterglow「Y.O.L.O！！！！！」CM,77939
2019-01-28T06:00:00Z,Poppin'Party「Jumpin'」＆ Pastel＊Palettes「天下卜ーイツA to Z☆」CM,51084
2019-01-28T06:00:00Z,Roselia「Safe and Sound」＆ ハロー、ハッピーワールド！「ハイファイブ∞あどべんちゃっ」CM,51826
2019-01-24T14:11:05Z,バンドリ！TV LIVE  #03,164189
2019-01-24T04:37:58Z,「BanG Dream! アニメイトワールドフェア」発表会,56618
2019-01-22T09:00:05Z,【次回予告】アニメ「BanG Dream! 2nd Season」#4（Web Ver.）,149745
2019-01-21T06:22:50Z,「月刊ブシロード2019年2月号」CM,13492
2019-01-17T14:07:35Z,バンドリ！TV LIVE  #02,173770
2019-01-15T09:00:11Z,【次回予告】アニメ「BanG Dream! 2nd Season」#3（Web Ver.）,128566
2019-01-13T06:09:22Z,RoseliaのRADIO SHOUT!ーCoCo壱番屋スペシャルー,193051
2019-01-11T06:00:04Z,【試聴動画】Poppin'Party 13th Single カップリング曲「What's the POPIPA!?」(2/20発売!!),159567
2019-01-10T15:00:03Z,バンドリ！TV LIVE  #01,217425
2019-01-10T09:00:11Z,【RAISE A SUILEN スタジオライブ】「A DECLARATION OF ×××」Short ver.【同時購入特典映像】,451864
2019-01-08T15:00:00Z,アニメ「BanG Dream! 2nd Season」 #1,1269013
2019-01-08T06:00:02Z,【試聴動画】RAISE A SUILEN 2nd Single「A DECLARATION OF ×××」(2/20発売!!),326320
2019-01-08T03:00:02Z,【次回予告】アニメ「BanG Dream! 2nd Season」#2（Web Ver.）,148371
2019-01-07T06:00:00Z,【試聴動画】ハロー、ハッピーワールド！ 4th Single「ハイファイブ∞あどべんちゃっ」(2/20発売!!),161150
2019-01-06T06:00:07Z,【試聴動画】Roselia 8th Single「Safe and Sound」(2/20発売!!),305645
2019-01-05T06:00:02Z,【試聴動画】Pastel＊Palettes 4th Single「天下卜ーイツA to Z☆」(2/20発売!!),391132
2019-01-04T06:00:00Z,【試聴動画】Afterglow 4th Single「Y.O.L.O！！！！！」(2/20発売!!),407950
2019-01-04T04:11:22Z,「BanG Dream! 2nd Season」1話明け会見,118635
2019-01-03T14:30:00Z,【試聴動画】Poppin'Party 13th Single「Jumpin'」(2/20発売!!),169045
2018-12-29T08:02:43Z,『 Q＆A　リサイタル！』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,302872
2018-12-28T08:01:21Z,『回レ！雪月花』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,602768
2018-12-27T08:03:52Z,『名前のない怪物』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,493740
2018-12-27T01:13:21Z,ヴァイスシュヴァルツ シーズン公認大会「バンドリ―グ！」第二弾CM,20079
2018-12-26T08:05:53Z,『Wakeup!』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,382127
2018-12-25T09:00:05Z,【バンドリ！】「24時間 バンドリ！TV」タイムスケジュール発表＆ガルパイベント「ふたつ星のアンサンブル」コメント動画【愛美・前島亜美・工藤晴香】,121957
2018-12-25T08:00:58Z,『瞬間センチメンタル』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,442749
2018-12-25T06:04:25Z,【ガルパ】ヴァイスシュヴァルツ TD+「バンドリ！ ガールズバンドパーティ！［Poppin’Party］」好評発売中！,32218
2018-12-23T03:20:39Z,『奏（かなで）』Pastel＊Palettes (難易度：EXPERT)【ガルパ プレイ動画】,304219
2018-12-21T08:50:30Z,【BanG Dream!】コミックマーケット95商品紹介動画【相羽あいな】,36373
2018-12-20T09:06:43Z,【試聴動画】Poppin'Party 1st Album「Poppin'on!」Disc2公開！(1/30発売!!),65843
2018-12-20T09:00:03Z,Poppin'Party 1st Album「Poppin'on!」CM,23068
2018-12-20T06:00:00Z,【試聴動画】Poppin'Party 1st Album「Poppin'on!」Disc1公開！(1/30発売!!),79817
2018-12-19T09:00:12Z,【試聴動画】Poppin'Party 1st Album「Poppin'on!」アコースティックVer.5曲公開！(1/30発売!!),94429
2018-12-19T08:03:34Z,『ツキアカリのミチシルベ』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,268744
2018-12-19T06:00:02Z,アニメ「BanG Dream! 2nd Season」制作発表会 トークパート,49650
2018-12-18T14:18:22Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第20回,303421
2018-12-17T06:16:03Z,アニメ「BanG Dream! 2nd Season」制作発表会　来場者インタビュー,40219
2018-12-12T09:26:49Z,アニメ「BanG Dream! 2nd Season」CM　ハロー、ハッピーワールド！編（30秒Ver.）,129592
2018-12-12T09:23:48Z,アニメ「BanG Dream! 2nd Season」CM　Roselia編（30秒Ver.）,175675
2018-12-12T09:19:58Z,アニメ「BanG Dream! 2nd Season」CM　Pastel＊Palettes編（30秒Ver.）,110215
2018-12-12T09:16:12Z,アニメ「BanG Dream! 2nd Season」CM　Afterglow編（30秒Ver.）,123755
2018-12-12T06:55:13Z,アニメ「BanG Dream! 2nd Season」CM　Poppin’Party編（30秒Ver.）,132807
2018-12-12T06:00:02Z,アニメ「BanG Dream! 2nd Season」CM　Poppin’Party編（15秒Ver.）,76883
2018-12-09T03:04:29Z,『エクストラ・マジック・アワー』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,287078
2018-12-07T03:00:01Z,【バンドリ！】「BanG Dream! 2nd Season」制作発表会　告知ムービー【愛美】,43245
2018-12-06T03:00:02Z,【BanG Dream!】コミックマーケット95商品紹介動画【愛美】,30868
2018-12-04T09:00:07Z,Poppin'Party 12th Single「キズナミュージック♪」CM,64937
2018-12-04T09:00:05Z,Roselia 7th Single「BRAVE JEWEL」CM,102838
2018-12-04T09:00:01Z,RAISE A SUILEN 1st Single「R·I·O·T」CM,76455
2018-11-28T13:13:22Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第19回,191169
2018-11-27T09:00:03Z,BanG Dream! 6th☆LIVE Day1：RAISE A SUILEN「Brave New World」開催！,45416
2018-11-22T05:00:03Z,【BanG Dream! 6th☆LIVE LIVE VIEWING】開催決定！,46376
2018-11-21T06:30:00Z,【試聴動画】Poppin'Party 12th Single「キズナミュージック♪」(12/12発売!!),229783
2018-11-20T06:00:02Z,【試聴動画】Roselia 7th Single「BRAVE JEWEL」(12/12発売!!),336552
2018-11-19T06:00:00Z,【試聴動画】RAISE A SUILEN 1st Single「R･I･O･T」(12/12発売!!),335961
2018-11-15T04:00:32Z,『CrowSong』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,233435
2018-11-05T03:00:01Z,ハロー、ハッピーワールド！ 3rd Single「キミがいなくちゃっ！」CM,99001
2018-10-30T03:35:48Z,『ゆりゆららららゆるゆり大事件』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,229987
2018-10-30T03:00:02Z,【発売直前！】Afterglow 3rd Single「ツナグ、ソラモヨウ」告知動画【三澤紗千香】,349048
