publishedAt,title,viewCount
2015-01-16T09:12:33Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（宮城編：にこ）,54783
2015-01-16T09:11:59Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（広島編：花陽）,50041
2015-01-16T09:11:36Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（大阪編：希）,47939
2015-01-16T09:11:13Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（神奈川編：真姫）,51106
2015-01-16T09:09:21Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（福岡編：凛）,43546
2015-01-16T09:08:56Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（愛知編：海未）,46048
2015-01-16T09:08:36Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（北海道編：ことり）,47673
2015-01-16T09:08:17Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（千葉編：絵里）,48447
2015-01-16T09:08:02Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（長野編：穂乃果）,43462
2015-01-16T09:07:46Z,ラブライブ！各地ビジョン用BD&CD15秒CM（東京編：μ's）,37020
2015-01-16T09:07:22Z,ラブライブ！Blu-rayシリーズ好評発売中TVCM（東京編：μ's）,34933
2014-12-26T09:28:38Z,【TVCM】ラブライブ！BiBi 3rdシングル「冬がくれた予感」,151437
2014-12-26T09:28:23Z,【TVCM】ラブライブ！lily white 3rdシングル「秋のあなたの空遠く」,102242
2014-12-26T09:28:04Z,【TVCM】ラブライブ！Printemps 3rdシングル「永遠フレンズ」,122277
2014-12-05T08:58:46Z,【試聴動画】BiBiニューシングル「冬がくれた予感」,398313
2014-11-21T03:24:19Z,「ラブライブ！」TVアニメ2期アニメイトBlu-ray全巻購入特典オリジナルCD試聴動画,281645
2014-11-21T03:24:04Z,「ラブライブ！」TVアニメ2期ソフマップBlu-ray全巻購入特典オリジナルCD試聴動画,197143
2014-11-21T03:23:45Z,「ラブライブ！」TVアニメ2期ゲーマーズBlu-ray全巻購入特典オリジナルCD試聴動画,212893
2014-11-14T10:27:31Z,12月25日発売　ラブライブ！TVアニメ2期BD第7巻＜特装限定版＞特典μ’sオリジナルソングCD⑦試聴動画,306271
2014-11-07T03:48:57Z,【試聴動画】lily whiteニューシングル「秋のあなたの空遠く」,263902
2014-10-16T03:05:29Z,ラブライブ！TVアニメ2期BD第6巻＜特装限定版＞特典ライブ映像Part3試聴動画,1438416
2014-10-16T03:02:49Z,【試聴動画】Printempsニューシングル「永遠フレンズ」,269404
2014-10-03T02:58:40Z,11月21日発売　ラブライブ！TVアニメ2期BD第6巻＜特装限定版＞特典μ'sオリジナルソングCD⑥試聴動画,254679
2014-09-19T03:05:39Z,10月29日発売　ラブライブ！TVアニメ2期BD第5巻＜特装限定版＞特典μ'sオリジナルソングCD⑤試聴動画,220722
2014-09-10T09:01:33Z,【試聴動画】μ's「るてしキスキしてる」（10/1発売「Shangri-La Shower」c/w曲）,291873
2014-08-29T02:59:01Z,ラブライブ！TVアニメ2期BD第4巻＜特装限定版＞特典ライブ映像Part2試聴動画,3052109
2014-08-20T03:38:51Z,9月24日発売　ラブライブ！TVアニメ2期BD第4巻＜特装限定版＞特典μ'sオリジナルソングCD④試聴動画,416514
2014-08-05T09:06:57Z,「Astell&Kern AK10 ラブライブ！エディション」製品動画,66276
2014-07-09T03:14:44Z,8月27日発売　ラブライブ！TVアニメ2期BD＜特装限定版＞特典μ'sオリジナルソングCD③試聴動画,326622
2014-07-04T14:59:13Z,【TVCM】TVアニメ『ラブライブ!』2期第13話挿入歌「Happy maker!」,198314
2014-06-29T14:59:38Z,【試聴動画】ラブライブ！μ's →NEXT LoveLive!2014 〜ENDLESS PARADE〜 0209 Blu-ray&DVD,3460280
2014-06-29T14:59:31Z,【小泉花陽役・久保ユリカ】『ラブライブ！』完全新作劇場版制作決定キャストコメント,478698
2014-06-29T14:59:28Z,【東條希役・楠田亜衣奈】『ラブライブ！』完全新作劇場版制作決定キャストコメント,347889
2014-06-29T14:59:27Z,【西木野真姫役・Pile】『ラブライブ！』完全新作劇場版制作決定キャストコメント,389286
2014-06-29T14:59:24Z,【星空凛役・飯田里穂】『ラブライブ！』完全新作劇場版制作決定キャストコメント,332621
2014-06-29T14:59:22Z,【園田海未役・三森すずこ】『ラブライブ！』完全新作劇場版制作決定キャストコメント,398534
2014-06-29T14:59:20Z,【南ことり役・内田彩】『ラブライブ！』完全新作劇場版制作決定キャストコメント,408104
2014-06-29T14:59:15Z,【絢瀬絵里役・南條愛乃】『ラブライブ！』完全新作劇場版制作決定キャストコメント,424889
2014-06-29T14:59:08Z,【高坂穂乃果役・新田恵海】『ラブライブ！』完全新作劇場版制作決定キャストコメント,363842
2014-06-26T12:58:36Z,【TVCM】TVアニメ『ラブライブ!』2期第12話挿入歌「KiRa-KiRa Sensation!」,208289
2014-06-26T12:56:06Z,【矢澤にこ役・徳井青空】『ラブライブ！』完全新作劇場版制作決定キャストコメント,430374
2014-06-22T14:00:25Z,ラブライブ！TVアニメ2期BD第2巻＜特装限定版＞特典μ'sオリジナルソングCD２試聴動画,383190
2014-06-22T13:59:50Z,ラブライブ！TVアニメ2期BD第2巻＜特装限定版＞特典ライブ映像Part1試聴動画,1924378
2014-06-01T13:59:54Z,【ラブライブ！】「Snow halation」ライブ映像（μ's →NEXT LoveLive!2014 〜ENDLESS PARADE〜2月9日公演より）,6512922
2014-06-01T13:57:26Z,「ラブライブ！」TVアニメ2期Blu-ray 6月20日発売告知CM 3年生ver.,128108
2014-05-18T13:57:10Z,ラブライブ！TVアニメ2期BD＜特装限定版＞特典μ'sオリジナルソングCD①試聴動画,183471
2014-05-11T13:58:05Z,【試聴動画】「ラブライブ！」TVアニメ2期挿入歌シングル1c/w「SENTIMENTAL StepS」,195868
2014-05-04T13:57:05Z,「ラブライブ！」TVアニメ2期Blu-ray 6月20日発売告知CM（1年生ver.）,65223
2014-04-27T13:58:55Z,【試聴動画】「ラブライブ！」TVアニメ2期EDシングルc/w「COLORFUL VOICE」,262764
2014-04-13T13:58:45Z,【試聴動画】「ラブライブ！」TVアニメ2期OPシングルc/w「だってだって噫無情」,336127
2014-04-06T13:59:05Z,「ラブライブ！」TVアニメ2期Blu-ray 6月20日発売告知CM,63350
2014-04-06T13:58:54Z,「ラブライブ！」TVアニメ1期Blu-ray特装限定版　5月28日発売告知CM,52706
2014-03-30T13:58:52Z,ラブライブ！TVアニメ2期番宣PV,520613
2014-03-22T13:59:25Z,【試聴動画】ラブライブ！Solo Live! collection Memorial BOX Ⅱ,1173994
2014-03-18T09:04:17Z,「ラブライブ！」TVアニメ2期番宣CM15秒,1204043
2012-02-24T03:08:07Z,【ラブライブ！】μ's Memorial BOX Ⅰ Solo Live! Collection試聴動画,301378
2012-01-15T18:29:42Z,"【ラブライブ！】μ's 4th Single「もぎゅっと""love""で接近中！」試聴動画",2427118
2011-12-26T15:49:27Z,"【ラブライブ！】μ's ４thシングル「もぎゅっと""love""で接近中！」CM",55979
2011-07-24T12:25:20Z,"【ラブライブ】μ's 3rdシングル「夏色えがおで1,2,Jump!」　ショートサイズPV",2611833
2011-06-30T10:59:22Z,【ラブライブ！】μ's内ユニット lily white シングル試聴動画,363212
2011-05-29T14:32:26Z,"【ラブライブ！】μ's内ユニット""BiBi""シングル試聴動画",268079
2011-04-24T16:30:36Z,"【ラブライブ！】μ's内ユニット""Printemps""シングル試聴動画",302187
2021-09-30T11:00:26Z,【ダイジェスト】ラブライブ！サンシャイン!! Saint Snow 1st GIG 〜Welcome to Dazzling White Town〜 at PIA ARENA MM,4042
2021-09-30T11:00:16Z,【ダイジェスト】ラブライブ！サンシャイン!! Aqours ONLINE LoveLive! ～LOST WORLD～,18640
2021-03-25T14:30:00Z,Aqours5周年記念アニメーションPV付きシングル「smile smile ship Start!」CM（15秒ver.）,6795
2020-10-10T14:00:10Z,【SPOT】TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』オープニング主題歌「虹色Passions！」(30秒Ver.),17515
2020-10-03T14:00:09Z,"【試聴動画】TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』エンディング主題歌「NEO SKY, NEO MAP!」",19281
2020-10-03T14:00:00Z,"【SPOT】TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』エンディング主題歌「NEO SKY, NEO MAP!」(30秒Ver.)",6714
2020-10-03T14:00:00Z,【SPOT】TVアニメ『ラブライブ！虹ヶ咲学園スクールアイドル同好会』挿入歌シングル第一弾「Dream with You / 上原歩夢(CV.大西亜玖璃)」（30秒Ver.）,16025
2020-09-26T04:00:01Z,Aqoursベストアルバム「ラブライブ！サンシャイン!! Aqours CHRONICLE (2015～2017) 」CM（15秒ver.）,9246
2020-09-26T04:00:01Z,Aqoursベストアルバム「ラブライブ！サンシャイン!! Aqours CHRONICLE (2015～2017) 」CM（30秒ver.）,18552
2020-09-25T09:30:02Z,Aqours / 4th Single「未体験HORIZON」 - CM（30秒ver.）,5373
2020-09-25T09:30:00Z,Aqours / 4th Single「未体験HORIZON」 - CM（15秒ver.）,3962
2019-12-25T11:15:01Z,ラブライブ！サンシャイン!! Aqours 5th LoveLive! ～Next SPARKLING!!～ Blu-ray & DVD 15秒CM,19075
2019-12-25T11:15:00Z,ラブライブ！サンシャイン!! Aqours 5th LoveLive! ～Next SPARKLING!!～ Blu-ray & DVD 30秒CM,19960
2019-12-25T10:30:04Z,ラブライブ！サンシャイン!! Aqours 5th LoveLive! 〜Next SPARKLING!!〜 Blu-ray & DVD 【ダイジェスト】,476921
2018-04-20T08:15:51Z,ラブライブ！サンシャイン!! Aqours 2nd LoveLive! HAPPY PARTY TRAIN TOUR Blu-ray/DVD 30秒CM,838872
2018-04-13T08:00:01Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray第6巻特装限定版特典CD⑥「New winding road / さかなかなんだか？」,358727
2018-04-13T07:00:00Z,【試聴動画】Aqours CLUB CD SET 2018 GOLD EDITION,178120
2018-04-06T03:00:00Z,【試聴動画】「てくてくAqours in 函館（後編）」（TVアニメ2期Blu-ray第6巻特装限定版映像特典）,188988
2018-04-05T10:03:53Z,Aqours 3rdSingle「HAPPY PARTY TRAIN」Full,4743567
2018-03-19T09:00:01Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray第5巻特装限定版特典CD⑤「RED GEM WINK / WHITE FIRST LOVE」,396481
2018-03-17T12:00:05Z,ラブライブ！サンシャイン!! Aqours 2nd LoveLive! HAPPY PARTY TRAIN TOUR Blu-ray/DVD 【ダイジェスト】,2656267
2018-03-14T09:00:01Z,ラブライブ！Solo Live! collection Memorial BOX Ⅲ 【試聴】,1467119
2018-03-10T12:30:01Z,ラブライブ！サンシャイン!! Aqours Hop! Step! Jump! Project!　発表PV,47912
2018-02-23T09:00:00Z,【試聴動画】「てくてくAqours in 函館（前編）」LONG Ver.（TVアニメ2期Blu-ray第5巻特装限定版映像特典）,153227
2018-02-09T09:00:05Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray第4巻特装限定版 封入特典・録り下ろしAqoursオリジナルソングCD④「Beginner's Sailing」,346404
2018-01-26T12:30:02Z,【PV】ラブライブ！サンシャイン!! Aqours 2nd LoveLive! HAPPY PARTY TRAIN TOUR Blu-ray/DVD,181004
2018-01-26T12:30:01Z,【試聴動画】Saint Snowも出演！「てくてくAqours in 函館（前編）」（TVアニメ2期Blu-ray第5巻特装限定版映像特典）,109648
2018-01-12T09:00:07Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray第3巻特装限定版特典CD③「in this unstable world / Pianoforte Monologue」,507846
2018-01-05T09:00:00Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV ～第13話「私たちの輝き」編～,41415
2017-12-30T14:30:02Z,ラブライブ！サンシャイン!! Aqours Club Activity LIVE ＆ FANMEETING Trip to Asia -Landing action Yeah!!- ソウル公演レポート,52158
2017-12-30T14:30:01Z,TVアニメ『ラブライブ！サンシャイン!!』2期オリジナルサウンドトラック「Journey to the Sunshine」CM,67673
2017-12-30T14:30:00Z,Aqours『ラブライブ！サンシャイン!! 』TVアニメ2期 第13話 挿入歌「WONDERFUL STORIES」60秒CM,935480
2017-12-27T03:14:18Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第12話「光の海」編〜,31907
2017-12-23T14:30:03Z,Aqours『ラブライブ！サンシャイン!! 』TVアニメ2期 第12話 挿入歌「WATER BLUE NEW WORLD」60秒CM,1890856
2017-12-20T03:00:01Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第11話「浦の星女学院」編〜,29915
2017-12-13T03:00:01Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第10話「シャイニーを探して」編〜,28433
2017-12-09T14:30:00Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray 第2巻特装限定版 封入特典・録り下ろしAqoursオリジナルソングCD②「おやすみなさん！」,456002
2017-12-06T03:00:01Z,【試聴動画】TVアニメ『ラブライブ！サンシャイン!!』2期 第9話挿入歌 「Awaken the power」C/W「CRASH MIND」「DROPOUT!?」,646954
2017-12-06T03:00:01Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第9話「Awaken the power」編〜,29505
2017-12-02T14:30:02Z,『Saint Snow PRESENTS LOVELIVE! SUNSHINE!! HAKODATE UNIT CARNIVAL』開催決定！,122849
2017-12-02T14:30:01Z,「ラブライブ！サンシャイン!!」Aqours クラブ活動 LIVE＆FANMEETING -Landing action Yeah!!- 大阪公演レポート,51322
2017-12-02T14:30:01Z,Saint Aqours Snow『ラブライブ！サンシャイン!! 』TVアニメ2期 第9話 挿入歌「Awaken the power」60秒CM,1319035
2017-11-29T03:00:00Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第8話「HAKODATE」編〜,36755
2017-11-22T03:00:00Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第7話「残された時間」編〜,34627
2017-11-15T03:00:02Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第6話「Aqours WAVE」編〜,37572
2017-11-13T10:00:02Z,【試聴動画】「ラブライブ！サンシャイン!!」TVアニメ2期Blu-ray 第1巻特装限定版 封入特典・録り下ろしAqoursオリジナルソングCD①「One More Sunshine Story」,332062
2017-11-11T14:30:01Z,Aqours『ラブライブ！サンシャイン!! 』TVアニメ2期 第6話 挿入歌「MIRACLE WAVE」60秒CM,1812923
2017-11-11T14:30:00Z,TVアニメ『ラブライブ！サンシャイン!!』2期オリジナルサウンドトラック CM,49002
2017-11-08T03:00:00Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第5話「犬を拾う。」編〜,46001
2017-11-04T14:30:01Z,【試聴動画】TVアニメ『ラブライブ！サンシャイン!!』2期ED主題歌 「勇気はどこに？君の胸に！」C/W「“MY LIST” to you!」,434853
2017-11-01T03:00:01Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第4話「ダイヤさんと呼ばないで」編〜,42826
2017-10-25T03:00:06Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第９回：高海千歌 編】,53528
2017-10-25T03:00:01Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第3話「虹」編〜,34223
2017-10-21T14:30:01Z,Aqours『ラブライブ！サンシャイン!! 』TVアニメ2期 第3話 挿入歌「MY舞☆TONIGHT」60秒CM,1381904
2017-10-21T03:00:00Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第８回：桜内梨子 編】,51235
2017-10-18T03:00:00Z,ラブライブ！サンシャイン!!公式通販サイト 浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第2話「雨の音」編〜,46229
2017-10-11T09:00:03Z,ラブライブ！サンシャイン!!公式通販サイト  浦の星女学院購買部TVアニメ2期メモリアルアイテム紹介PV 〜第1話「ネクストステップ」編〜,67265
2017-10-11T03:00:00Z,【試聴動画】TVアニメ『ラブライブ！サンシャイン!!』2期OP主題歌 「未来の僕らは知ってるよ」C/W「君の瞳を巡る冒険」,712871
2017-10-07T14:30:01Z,ラブライブ！サンシャイン!! 公式通販サイト 浦の星女学院購買部CM,21309
2017-10-07T14:30:00Z,Aqours『ラブライブ！サンシャイン!!』 TVアニメ2期OP主題歌 「未来の僕らは知ってるよ」CM （60秒ver.）,840734
2017-10-07T14:30:00Z,Aqours『ラブライブ！サンシャイン!!』 TVアニメ2期ED主題歌 「勇気はどこに？君の胸に！」CM （60秒ver.）,340443
2017-09-22T11:00:01Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第７回：松浦果南 編】,60989
2017-09-11T09:00:00Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第６回：黒澤ダイヤ 編】,59471
2017-09-01T12:30:01Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第５回：渡辺 曜 編】,105141
2017-08-26T03:00:01Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第４回：津島善子 編】,87335
2017-08-23T03:00:01Z,【試聴動画】ラブライブ！サンシャイン!! Aqours First LoveLive! ~Step! ZERO to ONE~  Blu-ray/DVD,2872144
2017-08-20T13:00:05Z,「ラブライブ！サンシャイン!!」TVアニメ2期 PV第2弾,388437
2017-08-18T03:00:01Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.9 （出演：松浦果南役・諏訪ななか＆国木田花丸役・高槻かなこ＆小原鞠莉役・鈴木愛奈）,108370
2017-08-18T03:00:00Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第３回：国木田花丸 編】,75026
2017-08-11T03:00:00Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第2回：小原鞠莉 編】,77265
2017-08-05T13:00:05Z,「ラブライブ！サンシャイン!!」TVアニメ2期 PV第1弾,352879
2017-08-04T03:00:01Z,ラブライブ！サンシャイン!! Aqoursスペシャル朗読動画 ver.2【第1回：黒澤ルビィ 編】,112038
2017-07-21T03:00:00Z,Aqours「サンシャインぴっかぴか音頭」振り付け動画,1290244
2017-07-14T03:00:01Z,【試聴動画】ラブライブ！サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,999897
2017-07-07T03:00:00Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.8 （出演：松浦果南役・諏訪ななか＆黒澤ダイヤ役・小宮有紗＆小原鞠莉役・鈴木愛奈）,91644
2017-06-09T12:30:04Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.7 （出演：黒澤ダイヤ役・小宮有紗＆小原鞠莉役・鈴木愛奈＆黒澤ルビィ役・降幡 愛）,110044
2017-06-09T12:30:02Z,ラブライブ！サンシャイン!! Aqours First LoveLive! ~Step! ZERO to ONE~ Blu-ray/DVD 告知PV,231389
2017-06-09T12:30:01Z,Aqours Next Step! Project テーマソング「Landing action Yeah!!」試聴動画,446696
2017-05-29T03:00:01Z,【試聴動画】ラブライブ！サンシャイン!! Guilty Kiss「コワレヤスキ」「Shadow gate to love」,962821
2017-05-19T12:30:00Z,【試聴動画】ラブライブ！サンシャイン!! AZALEA「GALAXY HidE and SeeK」「INNOCENT BIRD」,575070
2017-05-17T03:00:00Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.6 （出演：桜内梨子役・逢田梨香子＆小原鞠莉役・鈴木愛奈＆黒澤ルビィ役・降幡 愛）,116458
2017-04-27T03:00:00Z,Aqours 2ndSingle 「恋になりたいAQUARIUM」Full,8412132
2017-04-21T12:30:00Z,【試聴動画】ラブライブ！サンシャイン!!  CYaRon！「近未来ハッピーエンド」「海岸通りで待ってるよ」,592761
2017-04-19T03:00:01Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.5 （出演：高海千歌役・伊波杏樹＆桜内梨子役・逢田梨香子＆小原鞠莉役・鈴木愛奈）,117487
2017-04-05T12:20:53Z,Aqours CLUB SPECIAL COMMENT,73287
2017-03-22T03:00:02Z,【試聴動画】ラブライブ！サンシャイン!! Aqours 3rdシングル C/W「SKY JOURNEY」「少女以上の恋がしたい」,418824
2017-03-17T03:00:02Z,TVアニメ「ラブライブ！サンシャイン!!」Blu-ray第7巻紹介PV（出演：高海千歌役・伊波杏樹＆桜内梨子役・逢田梨香子＆渡辺 曜役・斉藤朱夏）,72182
2017-03-17T03:00:00Z,TVアニメ「ラブライブ！サンシャイン!!」浦の星女学院購買部ネットショッピング Vol.4（出演：高海千歌役・伊波杏樹＆津島善子役・小林愛香＆小原鞠莉役・鈴木愛奈）,142181
2017-03-03T12:30:01Z,Aqours / 3rdシングル「HAPPY PARTY TRAIN」 - CM（30秒ver.）,67458
2017-03-03T12:30:01Z,【試聴動画】Aqours 3rdSingle「HAPPY PARTY TRAIN」,3576371
2017-03-03T12:30:00Z,Aqours / 3rdシングル「HAPPY PARTY TRAIN」 - CM（15秒ver.）,33705
2017-03-03T12:30:00Z,Aqours / 3rdシングル「HAPPY PARTY TRAIN」 - CM（60秒ver.）,91243
