id,name,date,artists,lyricists,composers,arrangers,discs,events
2,友情ノーチェンジ,2010年8月25日,μ's,畑 亜貴,Tron-LM,Tron-LM,"{1, 166, 23}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
63,Paradise Live,2014年1月29日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{34, 166, 55}",[]
99,最低で最高のParadiso,2015年5月23日,BiBi,畑 亜貴,木村有希,木村有希,"{97, 166}",[]
38,きっと青春が聞こえる,2013年2月6日,μ's,畑 亜貴,高田 暁,高田 暁,"{25, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '90', 'concert': '118', 'performance': '180'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
37,WILD STARS,2013年1月23日,μ's,畑 亜貴,高田 暁,高田 暁,"{24, 166, 55}","[{'event': '81', 'concert': '107', 'performance': '167'}]"
110,NO EXIT ORION,2015年11月25日,Printemps,畑 亜貴,山田竜平,山田竜平,"{61, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
3,Snow halation,2010年12月22日,μ's,畑 亜貴,山田高弘,中西亮輔,"{2, 166, 23}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '89', 'concert': '117', 'performance': '179'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '84', 'concert': '110', 'performance': '170'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '80', 'concert': '106', 'performance': '166'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '77', 'concert': '103', 'performance': '163'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
1,僕らのLIVE 君とのLIFE,2010年8月25日,μ's,畑 亜貴,山田高弘,高田 暁,"{1, 166, 23}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '88', 'concert': '114', 'performance': '176'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '82', 'concert': '108', 'performance': '168'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '80', 'concert': '106', 'performance': '166'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '77', 'concert': '103', 'performance': '163'}, {'event': '120', 'concert': '172', 'performance': '276'}, {'event': '75', 'concert': '101', 'performance': '161'}, {'event': '74', 'concert': '100', 'performance': '160'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
5,Love marginal,2011年5月25日,Printemps,畑 亜貴,藤末 樹,松坂康司、藤末 樹,"{3, 166, 23}","[{'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
83,もしもからきっと,2014年10月29日,東條 希,畑 亜貴,川崎里実,森谷敏紀,"{184, 166, 86}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
71,Love wing bell,2014年6月11日,星空 凛、西木野真姫、小泉花陽、絢瀬絵里、東條 希、矢澤にこ,畑 亜貴,森慎太郎,森慎太郎,"{55, 166, 47}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
74,KiRa-KiRa Sensation!,2014年7月9日,μ's,畑 亜貴,本田光史郎,本田光史郎,"{48, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '104', 'concert': '143', 'performance': '224'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '102', 'concert': '141', 'performance': '222'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
98,MUSEUMでどうしたい？,2015年5月23日,Printemps,畑 亜貴,増田武史,増田武史,"{96, 166}",[]
84,永遠フレンズ,2014年11月12日,Printemps,畑 亜貴,中土智博,中土智博,"{51, 166, 55}","[{'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
85,小夜啼鳥恋詩,2014年11月12日,Printemps,畑 亜貴,渡辺和紀,渡辺和紀,"{51, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
64,ENDLESS PARADE,2014年1月29日,μ's,畑 亜貴,矢吹香那,矢吹香那,"{90, 166}",[]
65,それは僕たちの奇跡,2014年4月23日,μ's,畑 亜貴,黒須克彦,黒須克彦,"{44, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '105', 'concert': '144', 'performance': '225'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '102', 'concert': '141', 'performance': '222'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '98', 'concert': '128', 'performance': '193'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '100', 'concert': '139', 'performance': '220'}, {'event': '88', 'concert': '116', 'performance': '178'}, {'event': '89', 'concert': '117', 'performance': '179'}]"
70,SENTIMENTAL StepS,2014年5月28日,μ's,畑 亜貴,高阪昌至,清水哲平,"{166, 46, 55}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
8,ラブノベルス,2011年6月22日,BiBi,畑 亜貴,佐々倉有吾,佐々倉有吾,"{4, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
25,告白日和、です！,2012年6月27日,南ことり、小泉花陽,畑 亜貴,若林 充,若林 充,"{19, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '120', 'concert': '172', 'performance': '276'}]"
16,もうひとりじゃないよ,2012年1月25日,高坂穂乃果,畑 亜貴,佐伯高志,佐伯高志,"{9, 166}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
93,同じ星が見たい,2014年12月25日,lily white,畑 亜貴,渡辺和紀,渡辺和紀,"{184, 166, 95}",[]
104,？←HEARTBEAT,2015年7月8日,絢瀬絵里、東條 希、矢澤にこ,畑 亜貴,本田光史郎,本田光史郎,"{57, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
105,僕たちはひとつの光,2015年7月15日,μ's,畑 亜貴,ZAQ,EFFY,"{58, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
107,HEART to HEART!,2015年10月28日,μ's,畑 亜貴,西岡和哉,西岡和哉,"{60, 166}",[]
106,Future style,2015年7月15日,高坂穂乃果、南ことり、園田海未,畑 亜貴,本田光史郎,本田光史郎,"{58, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
45,No brand girls,2013年4月3日,μ's,畑 亜貴,河田貴央,河田貴央,"{28, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '193'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '92', 'concert': '120', 'performance': '187'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '89', 'concert': '117', 'performance': '179'}, {'event': '88', 'concert': '114', 'performance': '176'}, {'event': '88', 'concert': '114', 'performance': '175'}, {'event': '87', 'concert': '113', 'performance': '174'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '84', 'concert': '110', 'performance': '170'}, {'event': '82', 'concert': '108', 'performance': '168'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
57,硝子の花園,2013年8月28日,絢瀬絵里、東條 希,畑 亜貴,川崎里実,増田武史,"{80, 166, 184}","[{'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '85', 'concert': '111', 'performance': '171'}]"
9,知らないLove*教えてLove,2011年7月27日,lily white,畑 亜貴,星 和生,福富雅之,"{5, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
72,Dancing stars on me!,2014年6月11日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{55, 166, 47}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '92', 'concert': '121', 'performance': '189'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
31,ありふれた悲しみの果て,2012年7月25日,絢瀬絵里,畑 亜貴,佐伯高志,佐伯高志,"{20, 166, 23}","[{'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
68,COLORFUL VOICE,2014年5月8日,μ's,畑 亜貴,渡辺和紀,渡辺和紀,"{45, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
46,Private Wars,2013年4月10日,A-RISE,畑 亜貴,板垣祐介,板垣祐介,{29},[]
13,私たちは未来の花,2011年11月23日,園田海未,畑 亜貴,三浦誠司,三浦誠司,"{166, 7}","[{'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
94,Silent tonight,2014年12月25日,BiBi,畑 亜貴,佐々木裕,佐々木裕,"{184, 166, 94}","[{'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}]"
95,Dreamin' Go! Go!!,2015年1月14日,μ's,畑 亜貴,TSUKASA,Kon-K,"{91, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
81,Shangri-La Shower,2014年10月1日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{50, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
76,ずるいよMagnetic today,2014年7月25日,西木野真姫、矢澤にこ,畑 亜貴,岡本健介,岡本健介,"{184, 83, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
75,Happy maker!,2014年7月9日,μ's,畑 亜貴,前口 渉,前口 渉,"{48, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
10,あ・の・ね・が・ん・ば・れ！,2011年7月27日,lily white,畑 亜貴,青木多果,青木多果,"{5, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
26,ぶる～べりぃ♡とれいん,2012年6月27日,南ことり,畑 亜貴,増田達行,三浦誠司,"{19, 166, 23}","[{'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
20,Someday of my life,2012年4月25日,高坂穂乃果,畑 亜貴,八重樫ゆう一,八重樫ゆう一,"{17, 166, 23}","[{'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
24,純愛レンズ,2012年5月23日,東條 希,畑 亜貴,山元祐介,山元祐介,"{18, 166, 23}","[{'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
67,どんなときもずっと,2014年5月8日,μ's,畑 亜貴,佐々木裕,佐々木裕,"{45, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
12,Mermaid festa vol.1,2011年8月24日,μ's,畑 亜貴,俊龍,渡辺和紀,"{166, 6, 23}","[{'event': '85', 'concert': '111', 'performance': '172'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
17,もぎゅっと“love”で接近中！,2012年2月15日,μ's,畑 亜貴,増田達行,A-bee,"{10, 166, 23}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '77', 'concert': '103', 'performance': '163'}, {'event': '75', 'concert': '101', 'performance': '161'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
80,Storm in Lover,2014年9月24日,絢瀬絵里、園田海未,畑 亜貴,増田武史,増田武史,"{184, 85, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
41,START:DASH!!,2013年2月20日,μ's,畑 亜貴,佐々木裕,佐々木裕,"{26, 166, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '103', 'concert': '142', 'performance': '223'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '193'}, {'event': '92', 'concert': '122', 'performance': '190'}, {'event': '92', 'concert': '121', 'performance': '188'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '88', 'concert': '114', 'performance': '176'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '84', 'concert': '110', 'performance': '170'}, {'event': '83', 'concert': '109', 'performance': '169'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
88,ふたりハピネス,2014年11月26日,lily white,畑 亜貴,佐々木裕,佐々木裕,"{52, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
54,にこぷり♡女子道,2013年7月26日,矢澤にこ,畑 亜貴,江並哲志,山元祐介,"{184, 166, 79}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '85', 'concert': '111', 'performance': '171'}]"
40,ススメ→トゥモロウ,2013年2月20日,高坂穂乃果、南ことり、園田海未,畑 亜貴,河田貴央,河田貴央,"{26, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
48,なわとび,2013年5月28日,小泉花陽,畑 亜貴,rino,藤田宜久,"{184, 77, 166}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
59,ぷわぷわーお!,2013年9月25日,Printemps,畑 亜貴,佐々倉有吾,佐々倉有吾,"{184, 92, 166}","[{'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}]"
89,冬がくれた予感,2014年12月24日,BiBi,畑 亜貴,佐伯高志,佐伯高志,"{53, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
66,だってだって噫無情,2014年4月23日,μ's,畑 亜貴,江並哲志,増田武史,"{44, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
